title;author;year;opac;filename;manifest;transkribus;DocId
Mercurius Italicus hospiti fidus per Italiae praecipuas regiones et urbes dux indicans explicans quaecumque in ijs sunt visu ac situ dugna;Pflaumern, Johann Heinrich von;1625;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037837423;bb7802250;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802250/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Mercurius Italicus hospiti fidus per Italiae praecipuas regiones et urbes dux, indicans, explicans quaecumque in iis sunt visu ac scitu digna;Pflaumern, Johann Heinrich von;1650;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038831545;bb7802250c2;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802250c2/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Italia;Magini, Giovanni Antonio;1632;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV044297424;bb7802320;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802320/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Heroico splendore delle città del mondo;Lauro, Giacomo;1642;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038807434;bb7802420;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802420/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/867197;867197
Guide pour le voyage d'Italie en poste;;1793;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037741058;bb780250b;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780250b/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Wegh-wyser door Italien, of beschrijvinge der landen en steden van Italien;Bos, Lambert van den;1665;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037831456;bb7802650;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802650/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/867198;867198
Compendiosa Italiae descriptio;Duval, Pierre;1692;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV003564710;bb7802680a;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802680a/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Viaggio Pittoresco In cui si notano distintamente tutte le Pitture famose de' più celebri Pittori, che si conseruano in qualsiuoglia Città dell'Italia;Barri, Giacomo;1671;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037770797;bb7802710;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802710/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/867199;867199
The painters voyage of Italy;Barri, Giacomo;1679;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038963483;bb7802710a;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7802710a/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Nouveau voyage d'Italie;Deseine, François-Jacques;1699;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038761773;bb78029901;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78029901/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Nouveau voyage d'Italie;Deseine, François-Jacques;1699;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038761774;bb78029902;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78029902/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Itinerario italiano;Vallardi, Giuseppe;1806;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037831366;bb780300b;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780300b/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Itinerario italiano ossia Descrizione dei viaggi per le strade più frequentate alle principali città d'Italia;Vallardi, Giuseppe;1816;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037831367;bb780300c;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780300c/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Itinerario italiano ossia Descrizione de' viaggi per le strade più frequentate alle principali città d'Italia;Vallardi, Giuseppe;1817;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037831368;bb780300d;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780300d/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Itinerario italiano o sia Descrizione dei viaggi per le strade più frequentate alle principali città d'Italia ...;Vallardi, Giuseppe;1828;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037831369;bb780300g;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780300g/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Itinerario d'Italia, o sia Descrizione dei viaggi per le strade più frequentate si per posta che altrimenti alle principali città d'Italia ...;Vallardi, Giuseppe;1837;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037831371;bb780300k;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780300k/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Curieuse und vollständige Reiß-Beschreibung Von gantz Italien;Huyssen, Heinrich von;1701;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV019377648;bb7803010;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803010/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Diarium Italicum;Montfaucon, Bernard de;1702;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038963036;bb7803020;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803020/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Le memorie più singolari di Roma, e sue vicinanze;Ficoroni, Francesco de';1730;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037907470;bb7803021;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803021/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Notizia de' IV. volumi in 4., che si daranno alla luce da Francesco De' Ficoroni da Lugnano nel Lazio;;;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037780913;bb7803021;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803021/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Lettera scritta all'Ill., ed Eccell. Sig. Giacomo Lord Johnstone sovra un nuovo cameo esprimente Marcello nipote di Augusto;Ficoroni, Francesco de';1726;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037907469;bb7803021;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803021/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Osservazioni sopra l'antichità di Roma, descritte nel Diario Italico, publicato in Parigi l'anno 1702 dal M. Rev. Padre D. Bernardo De Montfaucon;Ficoroni, Francesco de';1709;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037907467;bb7803021;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803021/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Contenant: La Lombardie Scavoir, La République de Gennes, Les Duchés de Milan, Parme, Modene, & Mantoûe, Les Républiques de Venise, de Lucques, & le grand Duché de Toscane;Blaeu, Joan;1704;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038814549;bb78030401;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030401/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/866583;866583
Contenant: L'Etat Ecclésiastique Ou De L'Eglise;Blaeu, Joan;1704;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038814548;bb78030402;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030402/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/866584;866584
Contenant: Le Royaume De Naples Et De Sicile;Blaeu, Joan;1704;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038814551;bb78030403;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030403/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/866585;866585
Nouveau Theatre D'Italie, Ou Description Exacte De La Ville De Rome, Ancienne, Et Nouvelle;Blaeu, Joan;1704;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038814550;bb78030404;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78030404/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/866586;866586
Les Delices De L'Italie;Rogissart, Alexandre de;1709;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV010911269;bb7803060b1;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803060b1/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/866588;866588
Les Delices De L'Italie;Rogissart, Alexandre de;1709;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV010911277;bb7803060b23;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803060b23/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/856536;856536
Les Delices De L'Italie;Rogissart, Alexandre de;1709;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV010911285;bb7803060b23;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803060b23/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/856536;856536
Les Delices De L'Italie;Rogissart, Alexandre de;1709;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV010911311;bb7803060b6;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803060b6/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/856537;856537
Nuovissima guida dei viaggiatori in Italia;Artaria, Epimaco;1834;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV037781541;bb780350b;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780350b/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/825301;825301
Nuovissima guida del viaggiatore in Italia;;1845;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV043883966;bb780350g;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb780350g/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Dissertazioni e Lettere filologiche antiquarie;Lupi, Antonio Maria;1753;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038963449;bb7803530;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803530/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Italie, Ou Recueil De Notes Sur les Ouvrages de Peinture & de Sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1758;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841470;bb78035801;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78035801/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Italie, Ou Recueil De Notes Sur les Ouvrages de Peinture & de Sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1758;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841471;bb78035802;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78035802/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Italie, Ou Recueil De Notes Sur les Ouvrages de Peinture & de Sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1758;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841472;bb78035803;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78035803/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage d'Italie, ou Receuil de notes sur les ouvrages de peinture & de sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841473;bb7803580b1;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803580b1/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage d'Italie, ou Receuil de notes sur les ouvrages de peinture & de sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841474;bb7803580b2;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803580b2/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage d'Italie, ou Receuil de notes sur les ouvrages de peinture & de sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841475;bb7803580b3;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803580b3/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage d'Italie, ou Receuil de notes sur les ouvrages de peinture & de sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1773;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841476;bb7803580d1;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803580d1/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage d'Italie, ou Receuil de notes sur les ouvrages de peinture & de sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1773;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841477;bb7803580d2;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803580d2/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage d'Italie, ou Receuil de notes sur les ouvrages de peinture & de sculpture, qu'on voit dans les principales villes d'Italie;Cochin, Charles Nicolas;1773;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038841478;bb7803580d3;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803580d3/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1766;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820798;bb78036601;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036601/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1766;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820799;bb78036602;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036602/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1766;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820800;bb78036603;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036603/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1766;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820801;bb78036604;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036604/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1766;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820802;bb78036605;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036605/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1766;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820803;bb78036606;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036606/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1770;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820804;bb7803660a1;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803660a1/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1770;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820805;bb7803660a2;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803660a2/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1770;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820806;bb7803660a3;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803660a3/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1770;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820807;bb7803660a4;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803660a4/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1770;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820808;bb7803660a5;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803660a5/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Description historique et critique de l'Italie ou Nouveaux mémoires sur l'état actuel de son gouvernement, des sciences, des arts, du commerce, de la population & de l'histoire naturelle;Richard, Jérôme;1770;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038820809;bb7803660a6;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803660a6/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Un François En Italie;Lalande, Joseph Jérôme Le Français de;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV019386655;bb78036901;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036901/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Un François En Italie;Lalande, Joseph Jérôme Le Français de;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV019320778;bb78036902;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036902/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Un François En Italie;Lalande, Joseph Jérôme Le Français de;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV019320779;bb78036903;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036903/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Un François En Italie;Lalande, Joseph Jérôme Le Français de;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV019320780;bb78036904;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036904/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage D'Un François En Italie;Lalande, Joseph Jérôme Le Français de;1769;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV019320781;bb78036905;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb78036905/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage en Italie, Contenant l'histoire et les anecdotes les plus singulières de l'Italie et sa description;Lalande, Joseph Jérôme Le Français de;1790;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038791116;bb7803690b1;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803690b1/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage en Italie, Contenant l'histoire et les anecdotes les plus singulières de l'Italie et sa description;Lalande, Joseph Jérôme Le Français de;1790;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038791117;bb7803690b2;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803690b2/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage en Italie, Contenant l'histoire et les anecdotes les plus singulières de l'Italie et sa description;Lalande, Joseph Jérôme Le Français de;1790;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038791118;bb7803690b3;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803690b3/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage en Italie, Contenant l'histoire et les anecdotes les plus singulières de l'Italie et sa description;Lalande, Joseph Jérôme Le Français de;1790;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038791119;bb7803690b4;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803690b4/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
Voyage en Italie, Contenant l'histoire et les anecdotes les plus singulières de l'Italie et sa description;Lalande, Joseph Jérôme Le Français de;1790;https://aleph.mpg.de/F/?func=find-b&local_base=kub01&find_code=idn&request=BV038791120;bb7803690b5;https://dlib.biblhertz.it/m3s/?show=https://dlib.biblhertz.it/iiif/bb7803690b5/manifest2.json;https://transkribus.humanitiesconnect.pub/#/documents/;
